Country,YearsCode,EdLevel,Employment,LanguageHaveWorkedWith,ConvertedCompYearly
Netherlands,15.0,Bachelor's,Full-time,3.0,203026.0
Other,27.0,Bachelor's,Full-time,5.0,407645.0
United States of America,40.0,High school,Full-time,5.0,140000.0
United States of America,20.0,Bachelor's,Full-time,6.0,115000.0
Canada,26.0,Associate's,Full-time,12.0,102142.0
Germany,20.0,High school,Full-time,10.0,93972.0
Other,20.0,Master's,Full-time,1.0,71929.0
United States of America,16.0,Bachelor's,Full-time,6.0,90000.0
Other,27.0,Bachelor's,Full-time,6.0,90000.0
United States of America,40.0,Bachelor's,Full-time,7.0,110000.0
United Kingdom of Great Britain and Northern Ireland,25.0,Some college,Full-time,6.0,74878.0
Canada,15.0,Bachelor's,Full-time,2.0,94846.0
United States of America,14.0,Bachelor's,Full-time,6.0,189122.0
United States of America,12.0,Bachelor's,Full-time,6.0,450000.0
Netherlands,18.0,Master's,Full-time,4.0,213177.0
Other,40.0,Some college,Full-time,5.0,30623.0
Canada,43.0,High school,Full-time,6.0,93387.0
Other,9.0,Master's,Full-time,7.0,174022.0
Other,8.0,Some college,Full-time,5.0,31324.0
United States of America,42.0,Master's,Full-time,8.0,175000.0
United States of America,9.0,Some college,Student,11.0,30000.0
United States of America,30.0,Bachelor's,Full-time,3.0,276325.0
Italy,24.0,Master's,Full-time,6.0,197225.0
Germany,12.0,Master's,Full-time,2.0,66824.0
United Kingdom of Great Britain and Northern Ireland,23.0,High school,Full-time,6.0,136141.0
United States of America,30.0,Master's,Full-time,9.0,135000.0
United Kingdom of Great Britain and Northern Ireland,27.0,Bachelor's,Full-time,5.0,106190.0
United States of America,12.0,Master's,Full-time,6.0,104900.0
Other,23.0,Bachelor's,Full-time,4.0,77098.0
Canada,30.0,Bachelor's,Full-time,8.0,116733.0
United States of America,24.0,Bachelor's,Full-time,5.0,120000.0
United States of America,7.0,Bachelor's,Full-time,5.0,250000.0
United States of America,17.0,Bachelor's,Full-time,9.0,85000.0
Other,35.0,Master's,Full-time,3.0,38549.0
Other,5.0,Master's,Full-time,,75410.0
United States of America,13.0,Bachelor's,Full-time,6.0,120000.0
Spain,14.0,Master's,Full-time,1.0,69609.0
Sweden,17.0,Bachelor's,Full-time,8.0,62893.0
United States of America,5.0,Other,Full-time,13.0,105000.0
Netherlands,10.0,Bachelor's,Full-time,7.0,71929.0
Netherlands,17.0,Bachelor's,Full-time,12.0,110214.0
France,15.0,Professional,Full-time,4.0,50994.0
United States of America,33.0,Professional,Full-time,5.0,100000.0
Other,4.0,Bachelor's,Full-time,7.0,15792.0
India,14.0,Bachelor's,Full-time,3.0,40684.0
Canada,40.0,Bachelor's,Full-time,9.0,145917.0
United States of America,23.0,Bachelor's,Full-time,9.0,165000.0
Canada,30.0,High school,Full-time,5.0,83902.0
United States of America,26.0,High school,Full-time,1.0,180000.0
Germany,30.0,Bachelor's,Full-time,11.0,116015.0
United Kingdom of Great Britain and Northern Ireland,15.0,Associate's,Full-time,11.0,163370.0
Other,8.0,Bachelor's,Full-time,2.0,35000.0
United States of America,45.0,Some college,Full-time,6.0,150000.0
Switzerland,22.0,Master's,Full-time,5.0,260385.0
United States of America,15.0,Bachelor's,Full-time,8.0,110000.0
Netherlands,17.0,Bachelor's,Full-time,1.0,87011.0
Other,20.0,Master's,Full-time,4.0,86590.0
United Kingdom of Great Britain and Northern Ireland,20.0,Master's,Full-time,7.0,64667.0
United States of America,25.0,Some college,Full-time,7.0,149950.0
United States of America,20.0,Master's,Full-time,5.0,400000.0
Germany,14.0,Bachelor's,Full-time,,92812.0
United States of America,15.0,Bachelor's,Full-time,1.0,160000.0
United Kingdom of Great Britain and Northern Ireland,10.0,Professional,Full-time,2.0,94087.0
Switzerland,43.0,Master's,Full-time,5.0,136392.0
United Kingdom of Great Britain and Northern Ireland,12.0,Bachelor's,Full-time,10.0,217826.0
Germany,27.0,Master's,Full-time,7.0,58007.0
Germany,22.0,High school,Full-time,14.0,110214.0
Other,25.0,Bachelor's,Full-time,14.0,98612.0
Switzerland,22.0,High school,Full-time,7.0,173590.0
Germany,35.0,Master's,Full-time,8.0,87011.0
United States of America,22.0,Bachelor's,Full-time,5.0,120000.0
United States of America,36.0,Master's,Full-time,5.0,170000.0
United Kingdom of Great Britain and Northern Ireland,10.0,Master's,Full-time,5.0,102106.0
United States of America,23.0,Bachelor's,Full-time,5.0,150000.0
United Kingdom of Great Britain and Northern Ireland,10.0,Master's,Full-time,2.0,84408.0
United States of America,25.0,Some college,Full-time,10.0,272000.0
Canada,35.0,Bachelor's,Full-time,6.0,153213.0
Italy,3.0,High school,Full-time,3.0,29584.0
United States of America,20.0,Professional,Full-time,7.0,340000.0
United States of America,28.0,Bachelor's,Full-time,7.0,132000.0
Canada,12.0,Associate's,Full-time,6.0,71499.0
Other,8.0,Master's,Student,11.0,46406.0
Other,20.0,Some college,Full-time,5.0,115666.0
United States of America,15.0,Bachelor's,Full-time,9.0,80000.0
United Kingdom of Great Britain and Northern Ireland,35.0,Master's,Full-time,3.0,99383.0
United States of America,19.0,Associate's,Full-time,2.0,60000.0
Brazil,20.0,Bachelor's,Full-time,7.0,54611.0
Canada,30.0,Bachelor's,Full-time,4.0,202824.0
United States of America,2.0,Associate's,Full-time,5.0,240000.0
Other,17.0,Bachelor's,Full-time,4.0,26683.0
Other,6.0,Associate's,Full-time,12.0,19575.0
United States of America,11.0,Bachelor's,Full-time,7.0,103000.0
Netherlands,36.0,Master's,Full-time,5.0,255232.0
United States of America,6.0,Bachelor's,Full-time,7.0,104000.0
France,15.0,Master's,Full-time,3.0,92812.0
Ukraine,14.0,Master's,Full-time,8.0,10800.0
Canada,15.0,Bachelor's,Full-time,7.0,145917.0
United States of America,30.0,Bachelor's,Full-time,1.0,177000.0
Switzerland,16.0,Professional,Full-time,6.0,123993.0
Italy,17.0,Master's,Full-time,8.0,35965.0
Other,7.0,Bachelor's,Full-time,6.0,13962.0
Spain,21.0,Primary school,Full-time,9.0,87011.0
United Kingdom of Great Britain and Northern Ireland,23.0,Some college,Full-time,7.0,91215.0
Other,10.0,Bachelor's,Full-time,6.0,66797.0
Other,23.0,Bachelor's,Full-time,4.0,45000.0
Canada,9.0,Bachelor's,Full-time,5.0,72958.0
United States of America,28.0,Some college,Full-time,5.0,125000.0
Italy,1.0,High school,Other,,23203.0
Germany,38.0,Master's,Full-time,7.0,127616.0
Other,21.0,Professional,Full-time,5.0,47566.0
Other,15.0,Master's,Full-time,4.0,41765.0
Other,8.0,Bachelor's,Full-time,8.0,106752.0
Spain,16.0,Master's,Full-time,2.0,26683.0
Other,22.0,Bachelor's,Full-time,7.0,45840.0
United States of America,25.0,Bachelor's,Full-time,4.0,190000.0
United States of America,28.0,Bachelor's,Full-time,3.0,88000.0
United States of America,35.0,Bachelor's,Full-time,5.0,175000.0
Germany,5.0,Master's,Full-time,1.0,106733.0
Netherlands,18.0,Some college,Full-time,6.0,65425.0
United States of America,22.0,Bachelor's,Full-time,4.0,128000.0
United Kingdom of Great Britain and Northern Ireland,3.0,Associate's,Full-time,2.0,68071.0
Switzerland,25.0,Master's,Full-time,8.0,185989.0
Italy,28.0,Master's,Full-time,6.0,55687.0
Ukraine,22.0,Master's,Full-time,1.0,50000.0
Other,8.0,Associate's,Full-time,5.0,55136.0
Brazil,17.0,Bachelor's,Full-time,5.0,16383.0
Other,45.0,Professional,Full-time,4.0,208826.0
Other,25.0,Bachelor's,Full-time,5.0,84250.0
United Kingdom of Great Britain and Northern Ireland,13.0,Some college,Full-time,7.0,81685.0
United States of America,5.0,Some college,Full-time,4.0,50000.0
Poland,30.0,Master's,Full-time,8.0,103156.0
Other,12.0,Master's,Full-time,2.0,50829.0
United States of America,31.0,Bachelor's,Full-time,4.0,136000.0
Italy,17.0,High school,Full-time,7.0,43505.0
Germany,10.0,High school,Full-time,2.0,58007.0
United Kingdom of Great Britain and Northern Ireland,18.0,Master's,Full-time,6.0,149756.0
Netherlands,11.0,Bachelor's,Full-time,6.0,75410.0
United States of America,24.0,Professional,Full-time,3.0,48000.0
United States of America,5.0,Bachelor's,Full-time,11.0,76000.0
United States of America,41.0,Bachelor's,Full-time,4.0,205000.0
United States of America,25.0,Some college,Full-time,10.0,170000.0
Other,29.0,Professional,Full-time,6.0,55121.0
France,30.0,Master's,Full-time,12.0,133417.0
United States of America,44.0,Master's,Full-time,6.0,146000.0
United States of America,22.0,Bachelor's,Full-time,8.0,145000.0
United Kingdom of Great Britain and Northern Ireland,30.0,Bachelor's,Full-time,5.0,88492.0
Other,10.0,Master's,Full-time,3.0,69298.0
United States of America,40.0,Bachelor's,Full-time,7.0,91000.0
Canada,15.0,Bachelor's,Full-time,4.0,72958.0
United States of America,28.0,High school,Full-time,7.0,125000.0
France,17.0,Master's,Full-time,8.0,110214.0
United States of America,53.0,Bachelor's,Full-time,4.0,144700.0
Other,17.0,Master's,Full-time,3.0,254778.0
Poland,8.0,Some college,Full-time,8.0,83234.0
United States of America,15.0,Master's,Full-time,8.0,82000.0
Germany,19.0,Master's,Full-time,7.0,107894.0
United States of America,15.0,Master's,Full-time,3.0,100000.0
United States of America,30.0,Bachelor's,Full-time,5.0,240000.0
United Kingdom of Great Britain and Northern Ireland,14.0,Bachelor's,Full-time,8.0,47650.0
Switzerland,9.0,Bachelor's,Student,9.0,37198.0
United States of America,15.0,Bachelor's,Full-time,7.0,175000.0
United States of America,39.0,Some college,Full-time,6.0,180000.0
Other,14.0,Professional,Full-time,5.0,33886.0
Canada,30.0,Master's,Full-time,8.0,221064.0
Spain,16.0,Master's,Full-time,2.0,116015.0
United States of America,40.0,Bachelor's,Full-time,7.0,200000.0
United States of America,31.0,Bachelor's,Full-time,7.0,160000.0
United States of America,26.0,Master's,Full-time,5.0,200000.0
United States of America,30.0,Master's,Full-time,4.0,300000.0
United States of America,30.0,Bachelor's,Full-time,10.0,59000.0
United States of America,58.0,Master's,Full-time,10.0,85000.0
United Kingdom of Great Britain and Northern Ireland,20.0,Some college,Full-time,5.0,65348.0
India,5.0,Bachelor's,Full-time,5.0,13949.0
Other,15.0,Bachelor's,Full-time,8.0,21605.0
United States of America,31.0,Associate's,Full-time,9.0,104400.0
Ukraine,8.0,Master's,Full-time,3.0,40000.0
Germany,30.0,Professional,Full-time,16.0,81210.0
Other,14.0,Master's,Full-time,6.0,78394.0
Other,23.0,Master's,Full-time,7.0,92812.0
Other,30.0,High school,Full-time,8.0,110214.0
Other,16.0,Bachelor's,Full-time,5.0,88353.0
United States of America,34.0,Master's,Full-time,8.0,280000.0
Other,30.0,Master's,Full-time,5.0,145018.0
Canada,13.0,Bachelor's,Full-time,7.0,87550.0
United Kingdom of Great Britain and Northern Ireland,17.0,Master's,Full-time,2.0,61531.0
United States of America,35.0,Bachelor's,Full-time,7.0,160000.0
Germany,35.0,High school,Full-time,8.0,95132.0
Other,28.0,Some college,Full-time,5.0,129671.0
United Kingdom of Great Britain and Northern Ireland,36.0,Bachelor's,Full-time,4.0,170177.0
Germany,6.0,Some college,Full-time,8.0,23203.0
Other,42.0,Some college,Full-time,4.0,36434.0
Other,16.0,Bachelor's,Full-time,1.0,55714.0
Other,18.0,Master's,Full-time,5.0,145018.0
United States of America,18.0,Bachelor's,Full-time,5.0,140000.0
Other,45.0,Some college,Full-time,5.0,92812.0
United Kingdom of Great Britain and Northern Ireland,8.0,Bachelor's,Full-time,6.0,68071.0
United States of America,10.0,Some college,Full-time,13.0,180000.0
United States of America,35.0,Bachelor's,Full-time,5.0,187000.0
Other,15.0,Associate's,Full-time,3.0,20000.0
Canada,35.0,Bachelor's,Full-time,1.0,145917.0
United States of America,44.0,Bachelor's,Full-time,5.0,113000.0
United Kingdom of Great Britain and Northern Ireland,45.0,Professional,Other,2.0,40842.0
United States of America,8.0,Master's,Full-time,4.0,190000.0
Other,2.0,High school,Full-time,2.0,19139.0
France,20.0,Master's,Full-time,3.0,71001.0
United States of America,38.0,Bachelor's,Other,5.0,250000.0
United States of America,25.0,Bachelor's,Full-time,6.0,150000.0
Other,14.0,Master's,Full-time,9.0,87011.0
Poland,15.0,Some college,Full-time,,68225.0
United States of America,31.0,Some college,Full-time,6.0,400000.0
Germany,3.0,High school,Student,7.0,14502.0
Ukraine,20.0,Master's,Full-time,5.0,60000.0
Other,4.0,Bachelor's,Full-time,5.0,13169.0
United States of America,20.0,Bachelor's,Full-time,9.0,160000.0
Germany,30.0,Bachelor's,Full-time,6.0,139218.0
United States of America,15.0,Bachelor's,Full-time,11.0,74000.0
Brazil,14.0,Master's,Full-time,6.0,13107.0
Canada,44.0,Bachelor's,Full-time,10.0,102142.0
Brazil,42.0,Bachelor's,Full-time,2.0,36407.0
Other,35.0,Bachelor's,Full-time,5.0,45934.0
Canada,22.0,High school,Full-time,6.0,248058.0
Other,16.0,Master's,Full-time,4.0,72393.0
Other,6.0,Master's,Full-time,6.0,49886.0
Other,10.0,Bachelor's,Full-time,1.0,12624.0
United States of America,46.0,Some college,Full-time,15.0,110000.0
United States of America,5.0,Master's,Full-time,6.0,73100.0
Other,10.0,Bachelor's,Full-time,9.0,46406.0
United States of America,7.0,Master's,Full-time,5.0,45000.0
Ukraine,4.0,Some college,Full-time,10.0,73901.0
United States of America,18.0,Master's,Full-time,4.0,200000.0
Germany,5.0,High school,Full-time,8.0,18641.0
Canada,10.0,Bachelor's,Full-time,3.0,91198.0
Germany,16.0,Bachelor's,Full-time,4.0,92812.0
Germany,8.0,Bachelor's,Full-time,5.0,71929.0
Switzerland,45.0,Master's,Full-time,6.0,176070.0
Italy,6.0,Professional,Student,6.0,14038.0
Other,22.0,Professional,Full-time,6.0,59969.0
Other,10.0,Bachelor's,Full-time,7.0,18424.0
Other,9.0,Bachelor's,Full-time,6.0,66395.0
Other,12.0,Associate's,Full-time,8.0,69751.0
Brazil,22.0,Master's,Full-time,6.0,25485.0
United States of America,28.0,Bachelor's,Full-time,6.0,250000.0
Canada,20.0,Associate's,Full-time,3.0,65663.0
United States of America,35.0,Master's,Full-time,8.0,320000.0
United States of America,20.0,Bachelor's,Full-time,9.0,310000.0
United States of America,10.0,Professional,Full-time,6.0,150000.0
Spain,38.0,Bachelor's,Full-time,15.0,171702.0
United States of America,20.0,Bachelor's,Full-time,7.0,175000.0
United States of America,44.0,Some college,Full-time,2.0,250000.0
United States of America,38.0,Associate's,Full-time,5.0,150000.0
Germany,13.0,Bachelor's,Full-time,2.0,48239.0
United States of America,48.0,Some college,Full-time,8.0,148800.0
United States of America,15.0,Bachelor's,Full-time,6.0,175000.0
United States of America,57.0,Professional,Other,1.0,150000.0
United States of America,20.0,Bachelor's,Full-time,7.0,165000.0
Other,20.0,Professional,Full-time,5.0,59377.0
Other,9.0,Master's,Full-time,6.0,46111.0
United States of America,12.0,Bachelor's,Full-time,4.0,47840.0
United Kingdom of Great Britain and Northern Ireland,25.0,Bachelor's,Full-time,12.0,85088.0
United States of America,12.0,Professional,Full-time,5.0,30000.0
United States of America,25.0,Bachelor's,Full-time,5.0,136000.0
United States of America,7.0,Bachelor's,Full-time,4.0,75000.0
Canada,35.0,Bachelor's,Full-time,3.0,51071.0
United States of America,40.0,Bachelor's,Full-time,12.0,253000.0
France,15.0,Master's,Full-time,15.0,95132.0
France,10.0,Master's,Full-time,4.0,52207.0
United States of America,12.0,Bachelor's,Full-time,12.0,135000.0
Brazil,8.0,Bachelor's,Full-time,4.0,12743.0
United States of America,54.0,Bachelor's,Full-time,7.0,148000.0
Germany,6.0,Some college,Full-time,5.0,97452.0
Germany,24.0,Bachelor's,Full-time,8.0,98032.0
Italy,30.0,Bachelor's,Full-time,5.0,69609.0
India,10.0,Bachelor's,Full-time,5.0,12205.0
France,11.0,Master's,Full-time,6.0,121815.0
United Kingdom of Great Britain and Northern Ireland,20.0,Master's,Full-time,4.0,103468.0
United Kingdom of Great Britain and Northern Ireland,30.0,Professional,Full-time,2.0,108913.0
Netherlands,12.0,Some college,Full-time,7.0,82695.0
Other,8.0,Master's,Full-time,4.0,13578.0
United States of America,19.0,Bachelor's,Full-time,7.0,175000.0
United States of America,23.0,Bachelor's,Full-time,5.0,180000.0
Canada,38.0,Bachelor's,Full-time,6.0,67851.0
United States of America,9.0,Some college,Full-time,11.0,300000.0
United Kingdom of Great Britain and Northern Ireland,10.0,Bachelor's,Full-time,5.0,75559.0
United States of America,12.0,Bachelor's,Full-time,8.0,215000.0
Canada,15.0,Some college,Full-time,3.0,87550.0
United States of America,5.0,Bachelor's,Full-time,8.0,75000.0
United States of America,22.0,Some college,Full-time,8.0,200000.0
Other,23.0,Master's,Full-time,4.0,92812.0
United Kingdom of Great Britain and Northern Ireland,45.0,Some college,Full-time,10.0,84408.0
Brazil,30.0,Associate's,Full-time,6.0,50606.0
Italy,18.0,Associate's,Full-time,5.0,38671.0
Sweden,35.0,Some college,Full-time,6.0,62893.0
United Kingdom of Great Britain and Northern Ireland,27.0,Bachelor's,Full-time,6.0,61264.0
Other,35.0,Some college,Full-time,4.0,27760.0
United States of America,29.0,Bachelor's,Full-time,6.0,250000.0
Germany,30.0,Master's,Full-time,11.0,150819.0
Other,17.0,Master's,Full-time,10.0,42720.0
United States of America,8.0,Bachelor's,Full-time,5.0,100000.0
United Kingdom of Great Britain and Northern Ireland,13.0,Master's,Full-time,9.0,108913.0
United States of America,45.0,Some college,Full-time,7.0,155000.0
Other,13.0,Bachelor's,Full-time,5.0,113615.0
Other,15.0,Master's,Full-time,18.0,69609.0
Canada,22.0,Bachelor's,Full-time,10.0,91198.0
Sweden,15.0,Bachelor's,Full-time,4.0,57861.0
United States of America,12.0,Bachelor's,Full-time,5.0,217000.0
United States of America,7.0,Master's,Full-time,7.0,129000.0
United States of America,9.0,Some college,Full-time,4.0,77000.0
Spain,18.0,Some college,Full-time,9.0,90491.0
United States of America,12.0,Bachelor's,Full-time,12.0,128000.0
Other,23.0,Bachelor's,Full-time,9.0,60000.0
United States of America,23.0,Bachelor's,Full-time,6.0,150000.0
Sweden,16.0,Bachelor's,Full-time,4.0,68134.0
Poland,11.0,Master's,Full-time,8.0,29146.0
United States of America,4.0,Master's,Full-time,5.0,70000.0
United Kingdom of Great Britain and Northern Ireland,35.0,Some college,Full-time,10.0,84408.0
United States of America,37.0,Bachelor's,Full-time,8.0,224000.0
United Kingdom of Great Britain and Northern Ireland,10.0,Bachelor's,Full-time,5.0,68071.0
United Kingdom of Great Britain and Northern Ireland,28.0,Bachelor's,Full-time,4.0,85769.0
Germany,3.0,Some college,Student,6.0,11021.0
United States of America,10.0,Bachelor's,Full-time,8.0,57000.0
